"x1","x2","y"
-0.0841597795927806,0.100121244612109,"1"
-0.674405196222923,0.650176061926624,"1"
-0.719575730516295,-0.0415005361707032,"1"
0.667718952059108,-0.651859608217366,"1"
-0.268329112685167,0.831686250395208,"1"
0.664020030750754,0.189498160244021,"0"
-0.728000282087625,0.290434040814749,"0"
-0.00171616030022324,-0.699012967554439,"1"
0.278705970295596,-0.858342788224957,"0"
0.207136906236697,0.0965731431059452,"1"
0.57314640186023,0.267945316937764,"1"
0.473949128507237,0.397514935210792,"1"
0.896304912977248,0.210414508800213,"1"
0.386409795028168,-0.25104481147739,"1"
-0.0653995733259752,0.559311461822846,"1"
0.199171689317849,-0.120659483371388,"0"
-0.523411212230929,-0.129534872500525,"0"
-0.524899064416491,-0.842140275141249,"1"
0.58235795161651,-0.305801186711477,"1"
0.563172556863689,-0.666716731730918,"1"
-0.365209874910232,0.363726645226227,"1"
-0.320276662840591,-0.0467045962872783,"1"
0.634558201595745,0.303816890737267,"0"
0.121975864425365,-0.0493884190434085,"0"
0.186441349301555,-0.459797597529063,"1"
0.220440773315063,-0.218167410694193,"1"
0.242335165670055,0.143356827058377,"0"
-0.714762174167411,0.380595714945101,"0"
-0.405779828968261,-0.404084302363421,"0"
-0.567667766432872,0.0723416262557742,"1"
-0.444777931587828,0.492570113283875,"1"
0.800545104668679,0.284133761829807,"1"
0.0310535133001258,-0.720041514921637,"1"
-0.0912310050448375,0.063393242272515,"1"
0.124535389648925,0.929217857864751,"1"
0.076746743239047,-0.70820694092495,"0"
0.624700726400992,-0.206881381855834,"1"
-0.746408360929838,-0.0317603547771873,"0"
-0.34901516586907,0.254948727092163,"1"
0.550754969716086,0.551193069533933,"1"
0.469584041038473,-0.606258948326751,"1"
-0.58601703798273,-0.573321766880616,"1"
-0.381827562338784,0.0945495775542887,"0"
-0.539832720193578,0.59634012311204,"0"
-0.448898023832602,-0.163831092351061,"1"
-0.0986749325361926,0.725908776722383,"0"
-0.0246073576542214,-0.898362741987549,"1"
0.269263350125752,0.556578969361819,"0"
-0.502859130956264,-0.523179673831637,"1"
0.517673486197502,-0.826213626034799,"0"
0.643247144530538,-0.0205599361227967,"1"
-0.278050833057747,0.23282766178959,"1"
-0.191324511637024,-0.272159485209701,"1"
0.111093616588631,-0.947875847297949,"0"
-0.0382504777760373,-0.0814371241955197,"1"
0.371349861284035,0.343244511740462,"1"
-0.567195534359128,-0.62338305839536,"0"
-0.00617943488495861,-0.620784751800295,"0"
0.306263168324854,0.361156675738742,"1"
0.658505937830181,0.0152222012432745,"0"
-0.286558709626393,0.918208311850854,"1"
-0.291820892059682,0.442287308217631,"0"
-0.262586722314081,-0.701256709188375,"1"
0.35928532232438,0.86652025217069,"0"
0.624720427191459,0.770866247726599,"0"
