"x1","x2","y"
0.837525490620309,0.267132336819421,1
0.383115731698705,0.275557262090563,0
-0.373904963493795,0.915491319376144,1
0.264230265321088,-0.918088989563015,0
-0.574953268436311,0.782567589172509,1
-0.33897661200926,-0.603324504671974,0
-0.224019511017746,-0.290620354296283,0
-0.586737282486605,-0.528644133690602,0
-0.0634870985520828,0.201018136755382,0
0.529252581120371,-0.598135325158119,0
0.73847078235639,-0.221142270121738,1
0.249630399441204,-0.721850717150219,1
-0.203325541581855,0.267569919101987,1
-0.00145002313210645,-0.267553501294035,0
0.267882791802684,-0.570184119846342,0
0.0211815399354696,0.801197497289488,0
-0.00012409673310105,-0.375417510724131,0
0.501401026002778,0.324088077703351,1
0.926530573622763,0.000778642573840584,0
-0.767479166834329,0.128693463932362,0
0.64211948585756,0.322449745659204,1
0.807873532647012,0.0508539600249748,1
0.609724565200386,0.434810114485089,1
-0.103002459256442,-0.465916564449711,0
0.54935576047442,0.79165923355639,0
-0.332223290069762,0.483613217445645,1
-0.173689937384815,-0.218141632568858,0
0.897859457716453,-0.0389970840368848,0
0.371362074690801,0.520680389531306,0
-0.864290742759048,0.343737196208705,0
-0.248137834244965,0.564509735852473,0
-0.609757699754648,-0.490373078039122,1
-0.521081563809892,-0.165743204293031,1
0.121725681310483,-0.596619493699145,0
0.0377742191793036,-0.674397530170537,0
-0.5540683288029,0.769575075351077,1
0.369217935177944,-0.81109017883143,1
0.458164511645471,-0.0544942412897743,1
0.424776341287084,0.833621712039119,0
0.552502829104153,0.202068014871494,1
-0.933073038636002,0.251629631463993,0
-0.286743814047094,-0.273522472384524,1
0.440871703428823,0.623520862490693,0
0.0907561881393807,-0.457382719687825,0
-0.400727123050325,0.729841069412729,1
-0.325570029418685,0.361544732388413,0
-0.492944199117036,0.637460774288912,1
0.144644187953591,0.833724706537167,0
-0.238588597340839,0.269522406553391,1
0.883893352029555,0.354354623002796,0
0.359834658185463,-0.215444819197438,1
0.224472276175881,-0.614911540415165,0
-0.327354950276442,-0.474018314625307,1
0.810291973509103,0.324597433762511,1
-0.064223344610542,-0.427660172678117,0
0.808679837250036,0.359079438369864,1
0.620472214839083,0.666714565475692,0
0.0296153012260634,0.0454030234545357,0
-0.0382528998469197,0.523206445328766,1
-0.24345169787606,-0.338612465674558,0
-0.239861453208249,0.486475081195774,0
-0.636981815957124,0.75032871449333,1
0.731407630399131,0.594466385846493,0
-0.708821372872595,0.2315270559872,0
0.259073858251672,0.0585568114157517,1
0.802834239154004,-0.0297939463710007,0
-0.872521695634288,0.379888576391955,1
0.858459530201735,0.382880765758528,0
-0.232156194414178,0.89111288542584,0
0.31900148435367,-0.43650050272966,0
-0.448118257459671,0.162489443844554,0
0.401421462103733,-0.0785017285723856,0
-0.250350453496625,-0.273177413777121,1
-0.572080508521031,0.782470132912558,0
-0.26297356724989,0.840897476652349,1
-0.513182448662652,0.0965891216208153,1
-0.784682689728125,-0.534876250507914,0
0.0774847955905506,0.902304157399414,1
-0.218735799188858,0.787432056197579,0
0.289696382445974,-0.101970219195861,0
-0.636434257505111,0.157807736740013,1
0.158529405879677,-0.605279638169395,1
-0.165302179093021,0.795271778145476,1
-0.261630154861621,0.213245804898236,1
-0.159129963160218,0.950171451427514,0
-0.518252466670258,-0.658457729495133,0
0.224939389526736,0.252047323788357,1
0.550276339657774,0.340199018044672,1
